Serial-No,Period,Age-group,Income-Level," Personal-Hygiene (eg Soap, toothpaste)",Cleaning-products ,Airtime-Data-bundles
3109,20/02/2022,Baby Boomers,Middle Income,Same,Same,More
3110,20/02/2022,Gen Z,Middle Income,Same,More,Same
3111,20/02/2022,Millennials,Middle Income,Same,Same,Same
3112,20/02/2022,Baby Boomers,Middle Income,Same,More,Same
3113,20/02/2022,Gen Z,Low Income,Less,Same,Less
3114,20/02/2022,Millennials,Middle Income,Same,More,Same
3115,20/02/2022,Millennials,Middle Income,Same,More,More
3116,20/02/2022,Millennials,Middle Income,Less,Same,More
3117,20/02/2022,Baby Boomers,High Income,More,More,Less
3118,20/02/2022,Gen Z,Low Income,Less,Less,Same
3119,20/02/2022,Millennials,Low Income,Same,Less,Same
3120,20/02/2022,Gen X,High Income,More,More,More
3121,20/02/2022,Millennials,Middle Income,Same,Same,Don't Know or Don't Buy
3122,20/02/2022,Millennials,High Income,Same,More,More
3123,20/02/2022,Gen X,Middle Income,Same,Same,Same
3124,20/02/2022,Gen X,Middle Income,Same,Same,More
3125,20/02/2022,Gen X,Middle Income,Same,More,Same
3126,20/02/2022,Millennials,Middle Income,Less,Less,Less
3127,20/02/2022,Millennials,Middle Income,Same,Less,More
3128,20/02/2022,Gen X,Middle Income,Same,Same,Same
3129,20/02/2022,Millennials,Middle Income,Same,Same,More
3130,20/02/2022,Millennials,Middle Income,More,Less,More
3131,20/02/2022,Gen Z,Middle Income,More,Less,Same
3132,20/02/2022,Millennials,Low Income,Don't Know or Don't Buy,More,More
3133,20/02/2022,Millennials,Low Income,More,Same,Less
3134,20/02/2022,Gen X,Middle Income,Same,Same,Same
3135,20/02/2022,Gen X,Middle Income,Same,Same,Same
3136,20/02/2022,Gen X,Middle Income,Same,Same,Same
3137,20/02/2022,Millennials,Middle Income,Same,Same,Same
3138,20/02/2022,Millennials,Middle Income,More,More,Same
3139,20/02/2022,Gen Z,Low Income,Same,Same,Same
3140,20/02/2022,Baby Boomers,Middle Income,Less,Less,Same
3141,20/02/2022,Millennials,Low Income,Same,Same,Less
3142,20/02/2022,Millennials,Low Income,Same,Less,Less
3143,20/02/2022,Gen X,Middle Income,Less,Less,Less
3144,20/02/2022,Millennials,Middle Income,Less,Less,Same
3145,20/02/2022,Gen Z,Middle Income,Same,Same,Same
3146,20/02/2022,Gen X,Middle Income,Same,Same,Same
3147,20/02/2022,Millennials,Middle Income,Same,Same,Same
3148,20/02/2022,Millennials,Low Income,Same,Same,More
3149,20/02/2022,Millennials,Middle Income,Same,Same,Same
3150,20/02/2022,Gen X,Middle Income,Same,Same,More
3151,20/02/2022,Millennials,Middle Income,Same,Same,Same
3152,20/02/2022,Millennials,Middle Income,Same,Less,Same
3153,20/02/2022,Millennials,Middle Income,More,Less,More
3154,20/02/2022,Gen Z,Middle Income,More,Less,Same
3155,20/02/2022,Millennials,Low Income,Same,Same,Less
3156,20/02/2022,Millennials,Middle Income,Less,More,More
3157,20/02/2022,Gen X,Middle Income,Same,Less,More
3158,20/02/2022,Gen Z,Low Income,Same,Same,More
3159,20/02/2022,Millennials,Low Income,More,More,Same
3160,20/02/2022,Gen X,Middle Income,More,More,Same
3161,20/02/2022,Baby Boomers,High Income,Same,Same,More
3162,20/02/2022,Gen X,Middle Income,More,More,Same
3163,20/02/2022,Millennials,Low Income,More,More,More
3164,20/02/2022,Millennials,Low Income,More,More,More
3165,20/02/2022,Gen Z,Low Income,Same,Same,Don't Know or Don't Buy
3166,20/02/2022,Gen Z,Middle Income,More,More,More
3167,20/02/2022,Millennials,Low Income,Same,More,More
3168,20/02/2022,Baby Boomers,Middle Income,More,More,Same
3169,20/02/2022,Gen X,Middle Income,More,More,More
3170,20/02/2022,Millennials,High Income,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
3171,20/02/2022,Gen X,High Income,Same,Same,Same
3172,20/02/2022,Baby Boomers,High Income,Same,Same,Don't Know or Don't Buy
3173,20/02/2022,Baby Boomers,High Income,More,More,More
3174,20/02/2022,Gen X,Low Income,Same,Same,Less
3175,20/02/2022,Baby Boomers,High Income,More,More,More
3176,20/02/2022,Millennials,Middle Income,Same,Same,Same
3177,20/02/2022,Gen X,Middle Income,Less,Less,More
3178,20/02/2022,Gen X,Middle Income,Same,Same,Same
3179,20/02/2022,Millennials,Middle Income,Same,Same,More
3180,20/02/2022,Millennials,Middle Income,Less,Same,Same
3181,20/02/2022,Millennials,Middle Income,Less,Same,Same
3182,20/02/2022,Millennials,Low Income,Same,Less,More
3183,20/02/2022,Millennials,Middle Income,Same,More,More
3184,20/02/2022,Millennials,Middle Income,More,Less,Same
3185,20/02/2022,Millennials,Middle Income,Same,Don't Know or Don't Buy,Same
3186,20/02/2022,Gen X,Middle Income,Same,More,Same
3187,20/02/2022,Millennials,Middle Income,More,Less,Same
3188,20/02/2022,Millennials,Low Income,Same,Less,More
3189,20/02/2022,Gen X,Middle Income,Less,Same,Same
3190,20/02/2022,Millennials,Middle Income,More,Less,Same
3191,20/02/2022,Millennials,Middle Income,More,Less,Same
3192,20/02/2022,Millennials,Low Income,More,Don't Know or Don't Buy,More
3193,20/02/2022,Millennials,Low Income,More,Less,Same
3194,20/02/2022,Millennials,Middle Income,More,Less,Don't Know or Don't Buy
3195,20/02/2022,Baby Boomers,Middle Income,More,More,More
3196,20/02/2022,Millennials,Middle Income,More,Same,More
3197,20/02/2022,Millennials,Middle Income,Same,More,Same
3198,20/02/2022,Millennials,Low Income,More,More,More
3199,20/02/2022,Gen X,Low Income,Same,Same,More
3200,20/02/2022,Millennials,High Income,Less,More,Same
3201,20/02/2022,Baby Boomers,High Income,More,More,More
3202,20/02/2022,Baby Boomers,High Income,More,More,More
3203,20/02/2022,Gen X,Middle Income,More,Same,Less
3204,20/02/2022,Millennials,Middle Income,Same,Less,Same
3205,20/02/2022,Gen Z,Middle Income,More,Less,Same
3206,20/02/2022,Millennials,Middle Income,More,Less,More
3207,20/02/2022,Millennials,Middle Income,More,Don't Know or Don't Buy,Same
3208,20/02/2022,Millennials,Middle Income,Same,Same,Same
3209,20/02/2022,Gen X,Middle Income,More,Less,Don't Know or Don't Buy
3210,20/02/2022,Millennials,Middle Income,Same,Don't Know or Don't Buy,Same
3211,20/02/2022,Millennials,Middle Income,Same,Same,Same
3212,20/02/2022,Millennials,Middle Income,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
3213,20/02/2022,Millennials,Low Income,Same,Same,More
3214,20/02/2022,Gen X,Low Income,Same,Same,Same
3215,20/02/2022,Gen X,Low Income,Same,Same,Less
3216,20/02/2022,Gen X,Middle Income,Same,More,More
3217,20/02/2022,Gen X,Low Income,Same,Same,Same
3218,20/02/2022,Gen X,Middle Income,Same,More,More
3219,20/02/2022,Gen Z,Low Income,More,More,More
3220,20/02/2022,Gen X,Middle Income,Same,Same,Same
3221,20/02/2022,Millennials,Low Income,Same,Same,More
3222,20/02/2022,Baby Boomers,High Income,Same,Same,Same
3223,20/02/2022,Gen Z,Middle Income,Same,Same,Same
3224,20/02/2022,Gen X,Middle Income,Same,Same,More
3225,20/02/2022,Millennials,Middle Income,Same,Same,Same
3226,20/02/2022,Millennials,Middle Income,More,More,More
3227,20/02/2022,Gen X,Middle Income,Same,Same,More
3228,20/02/2022,Baby Boomers,Middle Income,Same,Same,Same
3229,20/02/2022,Gen Z,Low Income,Same,Same,Same
3230,20/02/2022,Gen Z,Low Income,Same,Less,Less
3231,20/02/2022,Millennials,Middle Income,Same,Same,Same
3232,20/02/2022,Millennials,Low Income,Same,Same,Same
3233,20/02/2022,Gen Z,Low Income,Same,Same,Same
3234,20/02/2022,Gen X,Low Income,Same,Less,Same
3235,20/02/2022,Gen X,Middle Income,Same,Same,Same
3236,20/02/2022,Gen X,Low Income,Same,Less,Same
3237,20/02/2022,Gen X,Low Income,Same,Same,Same
3238,20/02/2022,Gen X,Middle Income,Same,Same,Same
3239,20/02/2022,Millennials,Low Income,Less,Less,Less
3240,20/02/2022,Millennials,Low Income,Same,Same,Same
3241,20/02/2022,Gen X,Low Income,Same,Less,Same
3242,20/02/2022,Baby Boomers,Middle Income,Same,Same,Same
3243,20/02/2022,Millennials,Low Income,Same,Same,Same
3244,20/02/2022,Millennials,Low Income,Same,Less,Less
3245,20/02/2022,Gen X,Middle Income,Same,Same,Same
3246,20/02/2022,Gen X,Middle Income,Same,More,Same
3247,20/02/2022,Millennials,Low Income,Same,Same,Same
3248,20/02/2022,Millennials,Middle Income,More,More,More
3249,20/02/2022,Gen X,Low Income,Same,Same,Same
3250,20/02/2022,Millennials,Low Income,Same,Same,Same
3251,20/02/2022,Millennials,Middle Income,Same,Same,Same
3252,20/02/2022,Gen X,Middle Income,More,More,More
3253,20/02/2022,Millennials,Low Income,Same,Same,More
3254,20/02/2022,Millennials,Middle Income,Same,Same,Same
3255,20/02/2022,Gen X,Middle Income,Same,Same,Same
3256,20/02/2022,Gen X,Middle Income,Same,Same,Same
3257,20/02/2022,Millennials,Middle Income,Same,Same,Same
3258,20/02/2022,Millennials,Low Income,Same,Same,Less
3259,20/02/2022,Millennials,Middle Income,Same,Same,Same
3260,20/02/2022,Baby Boomers,High Income,Same,Same,Same
3261,20/02/2022,Millennials,Middle Income,Same,Less,Same
3262,20/02/2022,Millennials,Middle Income,More,Less,More
3263,20/02/2022,Gen X,Low Income,More,Less,More
3264,20/02/2022,Millennials,Low Income,More,Less,Same
3265,20/02/2022,Gen X,Middle Income,Same,Don't Know or Don't Buy,Same
3266,20/02/2022,Gen X,Low Income,Same,Less,Same
3267,20/02/2022,Gen X,Middle Income,Same,Same,More
3268,20/02/2022,Millennials,Middle Income,Same,Same,More
3269,20/02/2022,Millennials,Low Income,Less,Less,Same
3270,20/02/2022,Gen Z,Low Income,Same,Same,Same
3271,20/02/2022,Gen X,Middle Income,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
3272,20/02/2022,Gen X,Middle Income,Same,Same,More
3273,20/02/2022,Gen X,Middle Income,Same,Same,More
3274,20/02/2022,Gen X,Middle Income,Less,Same,More
3275,20/02/2022,Millennials,Low Income,Same,Same,More
3276,20/02/2022,Millennials,Middle Income,Same,Same,More
3277,20/02/2022,Baby Boomers,High Income,Same,Same,More
3278,20/02/2022,Gen X,Low Income,Same,Same,Same
3279,20/02/2022,Gen X,Low Income,Same,Same,Same
3280,20/02/2022,Millennials,Low Income,Same,Same,Same
3281,20/02/2022,Gen X,Low Income,Same,Same,Same
3282,20/02/2022,Millennials,Low Income,Same,Same,More
3283,20/02/2022,Gen X,Low Income,Same,Same,Same
3284,20/02/2022,Millennials,Low Income,Same,Same,Same
3285,20/02/2022,Millennials,Middle Income,Same,Same,Same
3286,20/02/2022,Millennials,Low Income,Same,Same,Same
3287,20/02/2022,Millennials,Low Income,Same,More,Same
3288,20/02/2022,Millennials,Low Income,Same,Less,Same
3289,20/02/2022,Millennials,Middle Income,Same,More,Same
3290,20/02/2022,Millennials,Low Income,Same,Same,Same
3291,20/02/2022,Baby Boomers,Low Income,Same,Same,Same
3292,20/02/2022,Baby Boomers,Low Income,Same,Same,Less
3293,20/02/2022,Gen X,Low Income,More,Same,More
3294,20/02/2022,Millennials,Low Income,Same,Same,Same
3295,20/02/2022,Millennials,Low Income,Same,Same,Less
3296,20/02/2022,Gen Z,Low Income,Same,More,Same
3297,20/02/2022,Gen X,Middle Income,Same,Same,Same
3298,20/02/2022,Millennials,Middle Income,Same,Same,More
3299,20/02/2022,Gen X,High Income,More,More,More
3300,20/02/2022,Millennials,Middle Income,Same,More,More
3301,20/02/2022,Gen X,High Income,Same,Same,More
3302,20/02/2022,Millennials,Middle Income,Less,Same,Less
3303,20/02/2022,Millennials,Middle Income,Less,Less,Less
3304,20/02/2022,Millennials,Middle Income,Same,Less,More
3305,20/02/2022,Millennials,High Income,Less,Same,Less
3306,20/02/2022,Gen X,Middle Income,Same,Less,Less
3307,20/02/2022,Millennials,Middle Income,Same,Same,Less
3308,20/02/2022,Millennials,Middle Income,Less,Less,Same
3309,20/02/2022,Gen Z,Middle Income,Less,Less,Don't Know or Don't Buy
3310,20/02/2022,Millennials,Middle Income,Less,Same,Less
3311,20/02/2022,Millennials,Middle Income,Less,Same,Same
3312,20/02/2022,Gen X,Low Income,Same,Same,Same
3313,20/02/2022,Baby Boomers,Low Income,Same,Same,Don't Know or Don't Buy
3314,20/02/2022,Baby Boomers,Middle Income,Same,Same,Same
3315,20/02/2022,Gen Z,Low Income,Same,Less,Less
3316,20/02/2022,Gen X,Middle Income,More,More,Same
3317,20/02/2022,Baby Boomers,Middle Income,Same,Same,Same
3318,20/02/2022,Millennials,Low Income,Same,Same,Less
3319,20/02/2022,Gen X,Low Income,More,More,Less
3320,20/02/2022,Baby Boomers,Middle Income,Same,Same,Same
3321,20/02/2022,Gen X,Middle Income,Same,Same,Same
3322,20/02/2022,Millennials,Middle Income,Same,Same,Same
3323,20/02/2022,Millennials,Middle Income,More,Same,More
3324,20/02/2022,Gen Z,Low Income,Same,Same,More
3325,20/02/2022,Millennials,Low Income,More,Same,Same
3326,20/02/2022,Millennials,Low Income,More,More,Same
3327,20/02/2022,Millennials,Low Income,Same,More,Same
3328,20/02/2022,Millennials,Low Income,Less,Less,Same
3329,20/02/2022,Millennials,Middle Income,Same,Same,Same
3330,20/02/2022,Gen X,Middle Income,Same,More,Same
3331,20/02/2022,Millennials,Middle Income,Same,Less,Same
3332,20/02/2022,Millennials,Middle Income,Same,Same,More
3333,20/02/2022,Baby Boomers,Middle Income,More,Same,More
3334,20/02/2022,Baby Boomers,Middle Income,More,Same,Same
3335,20/02/2022,Gen X,Low Income,More,Same,More
3336,20/02/2022,Gen X,Low Income,More,Same,More
3337,20/02/2022,Millennials,Low Income,More,Same,More
3338,20/02/2022,Gen X,Low Income,Less,Less,More
3339,20/02/2022,Millennials,Low Income,More,Same,Same
3340,20/02/2022,Gen X,Low Income,Same,Same,Same
3341,20/02/2022,Millennials,Middle Income,Same,Same,Same
3342,20/02/2022,Gen X,Middle Income,Less,Less,Same
3343,20/02/2022,Baby Boomers,Middle Income,Same,Same,Same
3344,20/02/2022,Baby Boomers,High Income,Less,Less,More
3345,20/02/2022,Millennials,Middle Income,Same,Same,Same
3346,20/02/2022,Millennials,Low Income,Same,Same,Same
3347,20/02/2022,Millennials,Middle Income,Same,Same,Same
3348,20/02/2022,Millennials,Low Income,Same,Same,Same
3349,20/02/2022,Millennials,Middle Income,More,Less,Same
3350,20/02/2022,Millennials,Low Income,Less,Less,Less
3351,20/02/2022,Gen X,Middle Income,More,More,More
3352,20/02/2022,Gen X,High Income,Same,Less,More
3353,20/02/2022,Gen Z,Low Income,Same,Same,Same
3354,20/02/2022,Millennials,Middle Income,More,More,Same
3355,20/02/2022,Gen Z,Middle Income,More,More,Same
3356,20/02/2022,Gen Z,Low Income,More,More,More
3357,20/02/2022,Millennials,Low Income,More,More,More
3358,20/02/2022,Gen Z,Middle Income,More,More,Same
3359,20/02/2022,Millennials,Low Income,Same,Same,Same
3360,20/02/2022,Millennials,Middle Income,Same,Same,Same
3361,20/02/2022,Millennials,Low Income,Same,More,More
3362,20/02/2022,Gen X,Low Income,More,More,Same
3363,20/02/2022,Millennials,Low Income,More,More,More
3364,20/02/2022,Gen Z,Low Income,More,More,Less
3365,20/02/2022,Millennials,Middle Income,Less,Same,More
3366,20/02/2022,Millennials,Middle Income,Same,Same,Same
3367,20/02/2022,Millennials,Middle Income,Same,Same,Same
3368,20/02/2022,Gen X,Low Income,More,More,More
3369,20/02/2022,Millennials,Low Income,Same,Same,Same
3370,20/02/2022,Gen X,Middle Income,Same,Same,Same
3371,20/02/2022,Millennials,Low Income,More,More,Same
3372,20/02/2022,Millennials,Low Income,More,More,Same
3373,20/02/2022,Millennials,Middle Income,Same,More,Same
3374,20/02/2022,Millennials,Low Income,More,Same,Same
3375,20/02/2022,Millennials,Low Income,Same,Same,Same
3376,20/02/2022,Millennials,Middle Income,Less,Same,More
3377,20/02/2022,Millennials,Low Income,Same,Same,Same
3378,20/02/2022,Millennials,Low Income,Same,Same,Same
3379,20/02/2022,Millennials,Low Income,Same,Same,More
3380,20/02/2022,Baby Boomers,High Income,More,Same,More
3381,20/02/2022,Baby Boomers,Middle Income,More,More,Don't Know or Don't Buy
3382,20/02/2022,Baby Boomers,Middle Income,Don't Know or Don't Buy,Less,Don't Know or Don't Buy
3383,20/02/2022,Baby Boomers,Middle Income,Same,Less,More
3384,20/02/2022,Baby Boomers,Middle Income,Less,Same,More
3385,20/02/2022,Baby Boomers,Middle Income,Same,Less,Don't Know or Don't Buy
3386,20/02/2022,Millennials,Middle Income,Same,Same,More
3387,20/02/2022,Baby Boomers,High Income,Less,Same,More
3388,20/02/2022,Baby Boomers,Low Income,Less,Same,More
3389,20/02/2022,Baby Boomers,Middle Income,Same,Same,Less
3390,20/02/2022,Baby Boomers,Low Income,Less,Same,Don't Know or Don't Buy
3391,20/02/2022,Gen X,Middle Income,Same,More,Same
3392,20/02/2022,Millennials,Middle Income,Same,Same,Same
3393,20/02/2022,Millennials,Low Income,Same,Same,Same
3394,20/02/2022,Millennials,Middle Income,Same,Same,Same
3395,20/02/2022,Millennials,Middle Income,Same,Same,Same
3396,20/02/2022,Gen X,Low Income,More,More,More
3397,20/02/2022,Baby Boomers,Middle Income,Same,Same,Don't Know or Don't Buy
3398,20/02/2022,Millennials,Low Income,Don't Know or Don't Buy,Don't Know or Don't Buy,Don't Know or Don't Buy
3399,20/02/2022,Baby Boomers,Low Income,Same,Same,Same
3400,20/02/2022,Millennials,Low Income,More,More,Same
3401,20/02/2022,Millennials,Low Income,Same,Same,Less
3402,20/02/2022,Millennials,Low Income,Same,Same,Same
3403,20/02/2022,Gen X,Low Income,Same,Same,Less
3404,20/02/2022,Millennials,Low Income,More,More,Same
3405,20/02/2022,Millennials,Low Income,Same,Same,Same
3406,20/02/2022,Millennials,Low Income,Same,Same,Same
3407,20/02/2022,Gen Z,Low Income,Same,Same,Same
3408,20/02/2022,Millennials,Low Income,Same,Same,Same
3409,20/02/2022,Gen Z,Low Income,Same,Same,More
3410,20/02/2022,Millennials,Low Income,Same,More,Less
3411,20/02/2022,Millennials,Middle Income,Same,More,Less
3412,20/02/2022,Millennials,Middle Income,Same,More,Same
3413,20/02/2022,Millennials,Low Income,Same,More,Same
3414,20/02/2022,Gen X,Low Income,Same,More,Don't Know or Don't Buy
3415,20/02/2022,Gen X,Middle Income,Same,Same,Less
3416,20/02/2022,Millennials,Middle Income,Same,Same,Less
3417,20/02/2022,Millennials,Middle Income,More,Same,Less
3418,20/02/2022,Millennials,Low Income,Same,Same,Less
3419,20/02/2022,Gen X,Middle Income,More,More,Less
3420,20/02/2022,Gen Z,Low Income,Same,Same,Less
3421,20/02/2022,Millennials,Middle Income,Same,Same,Same
3422,20/02/2022,Millennials,High Income,Same,Same,Less
3423,20/02/2022,Millennials,Low Income,Same,Same,Less
3424,20/02/2022,Gen Z,Low Income,Same,Same,Less
3425,20/02/2022,Millennials,Low Income,Same,Same,Same
3426,20/02/2022,Millennials,Low Income,Same,Less,Less
3427,20/02/2022,Gen X,Middle Income,Same,Same,Same
3428,20/02/2022,Gen X,Middle Income,Same,Same,Same
3429,20/02/2022,Millennials,Middle Income,More,Same,Same
3430,20/02/2022,Millennials,Middle Income,Same,Same,Same
3431,20/02/2022,Gen X,Middle Income,Same,More,Same
3432,20/02/2022,Gen Z,Middle Income,Same,Same,Same
3433,20/02/2022,Millennials,Middle Income,Same,Less,More
3434,20/02/2022,Millennials,Middle Income,Same,More,More
3435,20/02/2022,Millennials,Middle Income,Same,More,More
3436,20/02/2022,Gen X,Low Income,Same,More,Same
3437,20/02/2022,Millennials,Middle Income,Same,Same,Same
3438,20/02/2022,Millennials,Middle Income,Same,More,Same
3439,20/02/2022,Millennials,Middle Income,More,Same,More
3440,20/02/2022,Millennials,Middle Income,Same,Same,More
3441,20/02/2022,Gen X,Middle Income,Same,Same,Same
3442,20/02/2022,Millennials,Middle Income,Same,Same,Less
3443,20/02/2022,Millennials,Middle Income,Same,Same,Same
3444,20/02/2022,Gen X,Low Income,Same,Same,More
3445,20/02/2022,Millennials,Middle Income,Less,Less,Less
3446,20/02/2022,Millennials,Middle Income,More,More,Same
3447,20/02/2022,Millennials,Middle Income,Same,More,Same
3448,20/02/2022,Gen Z,Low Income,Same,Same,More
3449,20/02/2022,Millennials,Middle Income,Same,Same,Same
